,n,p,k,autodiff_accuracy,gurobi_accuracy,autodiff_fdr,gurobi_fdr,autodiff_mse,gurobi_mse,autodiff_time,gurobi_time
359,50,59,10,0.8,0.7,0.2,0.3,35358.54423393828,45738.45781710544,0.06454110145568848,3600.4577503204346
360,50,20,10,0.8,0.8,0.2,0.2,28588.258878805973,28588.258879001707,0.019846200942993164,0.0732429027557373
361,100,55,10,0.9,0.9,0.1,0.1,8561.98594612013,8561.985946045867,0.08858728408813477,5.2032928466796875
362,50,23,10,0.8,0.8,0.2,0.2,17224.91024822765,18587.198600917473,0.023669719696044922,0.08937692642211914
363,100,30,10,0.8,0.8,0.2,0.2,10487.5952109822,10487.595210963727,0.05250406265258789,0.139495849609375
364,50,30,10,0.7,0.7,0.3,0.3,19486.282567345253,19486.282567411916,0.039852142333984375,0.1415717601776123
365,50,50,14,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,131203.21618166252,157360.31491658013,0.0735769271850586,762.1772646903992
366,100,50,19,0.7894736842105263,0.7894736842105263,0.21052631578947367,0.21052631578947367,24552.941429672122,24552.94143071815,0.20131826400756836,10.451673030853271
367,50,43,10,0.6,0.7,0.4,0.3,26984.16506205989,33393.30670841106,0.07245230674743652,5.481814622879028
368,50,42,10,0.9,0.9,0.1,0.1,67593.45749315943,67593.45749589137,0.055194854736328125,7.654009580612183
369,50,25,10,0.8,0.8,0.2,0.2,15920.336063322437,15920.3360629907,0.023352384567260742,0.09309172630310059
370,100,50,15,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.26666666666666666,24583.013023597785,24583.01303076422,0.15922904014587402,3.1159377098083496
371,50,62,10,0.7,0.8,0.3,0.2,44198.94572891473,41255.85727278979,0.06951165199279785,3601.544298171997
372,50,61,10,0.8,0.7,0.2,0.3,24695.717502046395,26875.021167781215,0.05352044105529785,3600.622913122177
373,50,50,4,0.5,0.5,0.5,0.5,4531.8074565442985,4531.807456543605,0.026656389236450195,1.4932115077972412
374,50,27,10,0.9,0.9,0.1,0.1,24776.519536409072,33222.71719617205,0.01626133918762207,0.11380648612976074
375,50,26,10,0.8,0.8,0.2,0.2,20154.57460202749,20154.57460206127,0.030204296112060547,0.09366965293884277
376,100,110,10,0.8,0.8,0.2,0.2,12787.821461831112,12787.821461818961,0.2102501392364502,3601.8568692207336
377,50,46,10,0.7,0.5,0.3,0.5,10196.793158459983,30842.046034219635,0.0375363826751709,19.17405605316162
378,50,29,10,0.8,0.8,0.2,0.2,23998.929966480417,19276.480111383127,0.02320265769958496,0.3773977756500244
379,50,45,10,0.9,0.9,0.1,0.1,32958.24321649244,32958.243216557996,0.04663252830505371,5.66759467124939
380,50,28,10,0.9,0.9,0.1,0.1,43466.64773165292,43466.64773410912,0.0236971378326416,0.23335886001586914
381,50,50,15,0.5333333333333333,0.7333333333333333,0.4666666666666667,0.26666666666666666,51844.26846173972,32465.199741576944,0.07062888145446777,352.71080350875854
382,50,65,10,0.7,0.6,0.3,0.4,44318.26011145867,68746.0480853979,0.08529973030090332,3601.485615968704
383,100,50,11,0.9090909090909091,0.9090909090909091,0.09090909090909091,0.09090909090909091,12765.016596812897,12765.016597071659,0.0745692253112793,1.280024528503418
384,50,44,10,0.7,0.7,0.3,0.3,21710.41264622876,21710.412645962013,0.04590559005737305,4.323405504226685
385,50,68,10,0.7,0.9,0.3,0.1,59430.407825146896,25877.93237418319,0.06867694854736328,3602.250988960266
386,100,75,10,0.8,0.8,0.2,0.2,6931.2828305902785,7333.999347478673,0.16942620277404785,21.28601574897766
387,50,63,10,0.8,0.7,0.2,0.3,43548.80141782336,70583.68225173616,0.055364131927490234,3601.3397574424744
388,100,50,18,0.8888888888888888,0.8333333333333334,0.1111111111111111,0.16666666666666666,54572.545831152005,44337.77139627234,0.12928271293640137,7.0835089683532715
389,100,20,10,0.9,0.9,0.1,0.1,16433.127996639214,16433.127996654082,0.031807661056518555,0.06876993179321289
390,50,50,17,0.8235294117647058,0.7647058823529411,0.17647058823529413,0.23529411764705882,62858.5782650874,72479.01335639766,0.1217660903930664,230.19375205039978
391,100,50,13,0.7692307692307693,0.8461538461538461,0.23076923076923078,0.15384615384615385,14856.874391949092,12889.461901571605,0.0908052921295166,22.414062023162842
392,100,50,14,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,23203.46030783439,23203.460306485886,0.0755312442779541,0.35691380500793457
393,100,35,10,0.9,0.9,0.1,0.1,17359.50093138488,17359.5009315373,0.04194903373718262,0.09957170486450195
394,50,64,10,0.8,0.8,0.2,0.2,54897.06777194831,54897.06777114859,0.05960965156555176,3601.3667044639587
395,50,47,10,0.6,0.7,0.4,0.3,43398.956481796355,72458.66470871819,0.05489945411682129,8.854895830154419
396,50,66,10,0.8,0.8,0.2,0.2,56229.7835138796,56229.78351395864,0.08577966690063477,3601.3070435523987
397,50,49,10,0.7,0.7,0.3,0.3,15437.00537112458,17679.55172390656,0.05222582817077637,6.613259553909302
398,50,50,10,0.8,0.8,0.2,0.2,35240.53617481715,34432.995569892686,0.05821371078491211,41.23077702522278
399,50,48,10,0.7,0.9,0.3,0.1,44508.106442314864,19105.826272767612,0.045351505279541016,20.829193115234375
400,50,50,9,0.8888888888888888,0.7777777777777778,0.1111111111111111,0.2222222222222222,37073.412597231014,37452.45699982804,0.059101104736328125,18.053407430648804
401,50,67,10,0.5,0.4,0.5,0.6,80068.23585390933,121639.9646153235,0.05736565589904785,3602.645117998123
402,100,50,6,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,4362.799735623815,4362.799735593711,0.07763242721557617,0.33019113540649414
403,100,40,10,0.9,0.9,0.1,0.1,17948.575256443622,17948.575255144176,0.05658578872680664,0.15142416954040527
404,50,50,5,1.0,1.0,0.0,0.0,7005.759589342097,7005.759589342857,0.032361745834350586,1.3689465522766113
405,100,50,1,1.0,1.0,0.0,0.0,1461.6293559000787,1461.6293559000792,0.024853229522705078,0.12755227088928223
406,100,80,10,0.9,0.9,0.1,0.1,10566.827885635232,10566.827885674056,0.16778230667114258,104.35879611968994
407,50,50,20,0.7,0.65,0.3,0.35,60546.850183452756,169854.1368091663,0.11963224411010742,454.0972023010254
408,100,50,16,0.875,0.875,0.125,0.125,24456.93969430299,24456.939692823755,0.1336667537689209,18.050265312194824
409,100,50,12,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,13172.631545010718,13172.631544949338,0.10308194160461426,11.141798257827759
410,50,50,2,0.5,0.5,0.5,0.5,4689.773798881843,4689.7737988824365,0.02693486213684082,0.16290283203125
411,50,69,10,0.8,0.8,0.2,0.2,42577.014171586154,42577.01417339107,0.06740307807922363,3601.8122074604034
412,100,50,7,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,8634.228624648582,8634.228624649135,0.07168722152709961,0.3535184860229492
413,100,95,10,0.8,0.8,0.2,0.2,14496.83667292487,14496.836672871304,0.24385929107666016,437.2416479587555
414,50,32,10,0.9,0.9,0.1,0.1,6358.056451202728,6358.056451186258,0.03265118598937988,0.31604552268981934
415,50,52,10,0.6,0.6,0.4,0.4,78223.93959562617,78223.93960256877,0.06446719169616699,40.42191171646118
416,50,35,10,0.7,0.8,0.3,0.2,25049.690832015556,33414.67633924249,0.04029560089111328,0.648085355758667
417,100,25,10,0.8,0.8,0.2,0.2,7617.548079560869,7617.54807855663,0.0400240421295166,0.04913616180419922
418,100,50,9,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,12948.904871123432,12948.904871183204,0.06585216522216797,3.4185757637023926
419,50,54,10,0.8,0.8,0.2,0.2,22407.291091209823,43249.198707723874,0.05738639831542969,259.21279788017273
420,50,50,8,0.75,0.75,0.25,0.25,41828.03875451033,41828.038754508365,0.03677845001220703,7.421661853790283
421,100,50,4,1.0,1.0,0.0,0.0,6022.585690817059,6022.585690811267,0.043524742126464844,0.13967370986938477
422,50,50,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,5998.923837528773,5998.923837533802,0.020999908447265625,0.26187562942504883
423,50,31,10,0.8,0.7,0.2,0.3,40566.87466629321,41865.75371031601,0.033380746841430664,0.7898197174072266
424,50,38,10,1.0,1.0,0.0,0.0,22900.779766876694,22900.77976652307,0.03173232078552246,0.5263402462005615
425,50,21,10,0.8,0.8,0.2,0.2,16672.602925176783,16672.602925272855,0.020836830139160156,0.06065225601196289
426,100,45,10,1.0,1.0,0.0,0.0,9431.853704629952,9431.853704632744,0.07523846626281738,0.13360142707824707
427,50,50,19,0.631578947368421,0.631578947368421,0.3684210526315789,0.3684210526315789,44223.813108427814,32940.622529469954,0.16959095001220703,820.3800404071808
428,100,65,10,0.8,0.8,0.2,0.2,13644.898266640856,13644.898265736967,0.1513371467590332,6.757803916931152
429,50,33,10,0.9,0.7,0.1,0.3,36955.49684197698,52578.0776503959,0.04387092590332031,0.45280027389526367
430,50,57,10,0.5,0.5,0.5,0.5,70126.56291539024,70126.56291666355,0.1409287452697754,727.545964717865
431,50,40,10,0.8,0.8,0.2,0.2,15774.899707267574,15774.899707385626,0.056070804595947266,3.0908312797546387
432,50,34,10,0.8,0.8,0.2,0.2,41281.951973813884,41281.95197262861,0.03349661827087402,0.197418212890625
433,100,50,17,0.7058823529411765,0.6470588235294118,0.29411764705882354,0.35294117647058826,36221.95955173063,37143.62012341058,0.1556389331817627,7.941512823104858
434,50,53,10,0.7,0.7,0.3,0.3,26494.348545936013,26494.348546175333,0.07426238059997559,124.55001664161682
435,50,36,10,0.7,0.7,0.3,0.3,47294.8030185215,47294.803011069765,0.058028221130371094,0.1950678825378418
436,50,50,11,0.8181818181818182,0.8181818181818182,0.18181818181818182,0.18181818181818182,66607.89801413064,56696.64534502565,0.05714750289916992,185.00747656822205
437,100,100,10,0.8,0.8,0.2,0.2,10528.9886812662,11747.695358017345,0.1902153491973877,2521.6132934093475
438,50,51,10,0.5,0.5,0.5,0.5,92136.62787585618,92136.62788252156,0.044557809829711914,88.42428827285767
439,100,90,10,0.9,0.9,0.1,0.1,16900.14470843137,16900.144708323587,0.21026349067687988,118.11949491500854
440,50,50,18,0.7222222222222222,0.6666666666666666,0.2777777777777778,0.3333333333333333,90943.4310670897,149533.28122687186,0.1406099796295166,741.641833782196
441,100,50,3,1.0,1.0,0.0,0.0,3014.520710052953,3014.5207100529865,0.04422903060913086,0.14496922492980957
442,50,70,10,0.9,0.9,0.1,0.1,27574.842160037824,31909.31942866598,0.07212018966674805,3602.285342693329
443,50,50,13,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.07692307692307693,54134.525660773,54134.52566301831,0.060071706771850586,325.7197813987732
444,100,60,10,0.8,0.8,0.2,0.2,7924.0008349649,7924.000834947484,0.09352636337280273,3.217477798461914
445,50,60,10,0.6,0.6,0.4,0.4,49633.043712588114,81381.81356939896,0.06668519973754883,3601.4604167938232
446,100,50,10,1.0,1.0,0.0,0.0,7750.031345056095,7750.031345022367,0.07776427268981934,1.5514349937438965
447,50,55,10,0.7,0.7,0.3,0.3,36785.67552466273,52329.77590489518,0.05197787284851074,990.1925384998322
448,50,37,10,0.7,0.7,0.3,0.3,12140.912664745858,12574.939738846322,0.053920745849609375,1.6226074695587158
449,100,50,5,1.0,1.0,0.0,0.0,8328.049958374526,8328.0499583448,0.056711435317993164,0.2624697685241699
450,100,50,20,0.75,0.75,0.25,0.25,26967.818747560545,26967.818729132756,0.32284998893737793,31.058209657669067
451,50,39,10,0.8,0.8,0.2,0.2,16271.891710620741,17019.31939631722,0.04355645179748535,2.2806971073150635
452,50,58,10,0.8,0.7,0.2,0.3,19617.779471964757,46100.24925165854,0.08283162117004395,1866.2406034469604
453,50,50,6,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,13342.23514464113,13342.235144652328,0.032647132873535156,1.5618627071380615
454,100,50,2,1.0,1.0,0.0,0.0,437.2369495883184,437.2369495883093,0.026929140090942383,0.15927791595458984
455,100,85,10,1.0,1.0,0.0,0.0,11813.732992621199,11813.732992664645,0.15193963050842285,42.6418993473053
456,50,22,10,0.8,0.8,0.2,0.2,45280.20457988933,45280.2045702408,0.03291153907775879,0.03986644744873047
457,50,50,1,1.0,1.0,0.0,0.0,15.301825456374724,15.301825456374718,0.018008708953857422,0.11150169372558594
458,100,105,10,0.9,0.9,0.1,0.1,8359.683488762203,8359.683488801467,0.24052715301513672,3602.3156447410583
459,50,56,10,0.8,0.8,0.2,0.2,29081.968635315425,29081.96863362153,0.03833293914794922,643.7488632202148
460,50,41,10,0.7,0.7,0.3,0.3,54107.52549669036,54107.5254963264,0.038869619369506836,1.8717410564422607
461,100,70,10,0.6,0.6,0.4,0.4,6844.191160705499,6844.191160791755,0.15289926528930664,153.07611632347107
462,50,24,10,0.7,0.8,0.3,0.2,31698.220886291383,17807.327802844975,0.020015716552734375,0.10706567764282227
463,50,50,16,0.75,0.75,0.25,0.25,84726.25052717284,90361.23607475679,0.0998375415802002,334.6861367225647
464,50,50,12,0.6666666666666666,0.75,0.3333333333333333,0.25,74360.66849090488,124755.0345047629,0.0628817081451416,32.092418909072876
465,100,50,8,0.875,0.75,0.125,0.25,6657.543429981105,6336.811607902748,0.0702207088470459,5.846980094909668
466,50,50,7,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,15160.849525982605,15160.849526023589,0.04390907287597656,36.44772982597351
467,50,59,10,0.7,0.7,0.3,0.3,74104.61690693785,74104.61690690069,0.1288621425628662,3601.255730867386
468,50,20,10,0.8,0.8,0.2,0.2,29433.9087578803,29433.90875851125,0.0194854736328125,0.04382920265197754
469,100,55,10,0.9,0.9,0.1,0.1,9341.686792371856,9341.686792933839,0.09082674980163574,0.8833332061767578
470,50,23,10,0.9,0.9,0.1,0.1,11153.27540868476,11153.275408494625,0.02265167236328125,0.20768094062805176
471,100,30,10,1.0,1.0,0.0,0.0,15910.819183740114,15910.819183518874,0.04217529296875,0.05648469924926758
472,50,30,10,0.9,0.9,0.1,0.1,19956.335806576237,19956.335808750806,0.02996540069580078,0.16439175605773926
473,50,50,14,0.6428571428571429,0.7142857142857143,0.35714285714285715,0.2857142857142857,66298.23024489987,83111.42680706555,0.0781562328338623,478.9956908226013
474,100,50,19,0.8421052631578947,0.8421052631578947,0.15789473684210525,0.15789473684210525,29549.14338927986,29549.14338810742,0.15553855895996094,3.8430092334747314
475,50,43,10,0.6,0.6,0.4,0.4,7521.013657352751,7521.0136573596155,0.048821210861206055,3.878302574157715
476,50,42,10,0.7,0.7,0.3,0.3,28928.212264181133,22686.43021150944,0.043323516845703125,3.522972822189331
477,50,25,10,0.7,0.7,0.3,0.3,9420.289302234385,9420.289302225257,0.022066354751586914,0.10512971878051758
478,100,50,15,0.9333333333333333,0.7333333333333333,0.06666666666666667,0.26666666666666666,11605.29460263757,14143.175744265734,0.14830493927001953,5.333401441574097
479,50,62,10,0.6,0.5,0.4,0.5,42823.0413911642,57410.67347018978,0.07344293594360352,3601.3123219013214
480,50,61,10,0.9,0.9,0.1,0.1,63484.02797512695,63484.027976003665,0.06313419342041016,3602.1905682086945
481,50,50,4,1.0,1.0,0.0,0.0,16309.94397709362,16309.943977093286,0.025140762329101562,0.41187334060668945
482,50,27,10,0.9,0.8,0.1,0.2,33367.72076894943,24519.81601442674,0.02524256706237793,0.07471346855163574
483,50,26,10,0.8,0.8,0.2,0.2,43686.336371654055,43686.33636612672,0.022055625915527344,0.06661248207092285
484,100,110,10,0.7,0.7,0.3,0.3,12006.549419541143,12006.5494195242,0.2780478000640869,3601.8661704063416
485,50,46,10,0.8,0.8,0.2,0.2,58040.41348326134,58040.41348274405,0.049573421478271484,6.25397801399231
486,50,29,10,0.7,0.7,0.3,0.3,6007.160636744635,9389.790231293777,0.02955317497253418,0.15094876289367676
487,50,45,10,0.9,0.9,0.1,0.1,22183.037316743314,22183.037315093778,0.03747701644897461,2.6669440269470215
488,50,28,10,0.9,0.9,0.1,0.1,37204.19949221966,37204.199493397886,0.0315403938293457,0.12176132202148438
489,50,50,15,0.6666666666666666,0.8,0.3333333333333333,0.2,280534.8981861704,155073.3836569895,0.08768987655639648,201.29638671875
490,50,65,10,0.7,0.7,0.3,0.3,32236.34772693458,32236.347726691696,0.05201578140258789,3601.165449619293
491,100,50,11,0.7272727272727273,0.6363636363636364,0.2727272727272727,0.36363636363636365,12630.896057173597,15660.422966667767,0.07099103927612305,2.7647178173065186
492,50,44,10,0.7,0.8,0.3,0.2,91038.38240328616,77643.59516530484,0.04299044609069824,6.3934104442596436
493,50,68,10,0.4,0.4,0.6,0.6,271722.72509493947,307736.39312542515,0.07534122467041016,3601.620368242264
494,100,75,10,1.0,1.0,0.0,0.0,17031.315667971583,17031.315668282557,0.09236526489257812,3.498121738433838
495,50,63,10,0.6,0.6,0.4,0.4,87521.5667160968,116738.03807118861,0.0784006118774414,3601.427510738373
496,100,50,18,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.1111111111111111,27652.81326779435,32318.40479050111,0.15395641326904297,29.119991779327393
497,100,20,10,0.8,0.8,0.2,0.2,10790.131701267692,10790.13170206258,0.026065587997436523,0.06313252449035645
498,50,50,17,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.35294117647058826,90050.6569063353,90050.65685264893,0.09887981414794922,822.6684079170227
499,100,50,13,1.0,1.0,0.0,0.0,13538.350233634386,13538.350233610448,0.09385848045349121,2.711090326309204
500,100,50,14,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,21633.158628580557,21633.158630495953,0.1172642707824707,3.860710382461548
501,100,35,10,1.0,1.0,0.0,0.0,12923.095793285764,12923.095793298733,0.04195261001586914,0.09879326820373535
502,50,64,10,0.9,0.9,0.1,0.1,11966.171145500235,11966.171145844872,0.07417750358581543,3602.7673597335815
503,50,47,10,0.5,0.5,0.5,0.5,45026.5389686757,36206.595552514234,0.05327749252319336,13.208152294158936
504,50,66,10,0.8,0.8,0.2,0.2,37999.47612976714,38943.723827020156,0.062010765075683594,3601.752852201462
505,50,49,10,0.8,0.8,0.2,0.2,54808.62625765598,54808.62625750273,0.042562246322631836,11.335618495941162
506,50,50,10,0.8,0.8,0.2,0.2,14815.478316074736,26228.710897534136,0.04704880714416504,66.43015623092651
507,50,48,10,0.7,0.7,0.3,0.3,24947.85144919407,42687.13560212997,0.06051826477050781,59.34437608718872
508,50,50,9,0.5555555555555556,0.8888888888888888,0.4444444444444444,0.1111111111111111,152312.40278058592,38806.093960925784,0.05179286003112793,26.52621030807495
509,50,67,10,0.7,0.7,0.3,0.3,35462.533547218816,73348.49722814195,0.06705713272094727,3602.2994422912598
510,100,50,6,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,6036.977233103827,7061.107302436501,0.059549808502197266,0.27193140983581543
511,100,40,10,0.7,0.7,0.3,0.3,5524.0307828450395,5000.702497539866,0.05536150932312012,3.708261728286743
512,50,50,5,1.0,1.0,0.0,0.0,11113.564049254075,11113.564049138247,0.027431249618530273,0.7837002277374268
513,100,50,1,1.0,1.0,0.0,0.0,2201.8677843895866,2201.8677843895857,0.024297237396240234,0.10690093040466309
514,100,80,10,0.9,0.9,0.1,0.1,11519.5113578171,11519.511358380627,0.1959390640258789,131.59282851219177
515,50,50,20,0.8,0.6,0.2,0.4,185143.71355925576,294410.17623165436,0.08692240715026855,791.6511106491089
516,100,50,16,0.9375,0.9375,0.0625,0.0625,23440.61382870407,23440.613827057918,0.0821373462677002,4.373034954071045
517,100,50,12,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.08333333333333333,15583.698710429022,15583.698710419038,0.0666658878326416,0.7597088813781738
518,50,50,2,1.0,1.0,0.0,0.0,787.9580467553285,787.9580467553253,0.020399808883666992,0.1392066478729248
519,50,69,10,0.7,0.7,0.3,0.3,102676.9052605192,102676.90526070693,0.09002447128295898,3601.761080265045
520,100,50,7,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,2629.6757433307093,2629.6757433012053,0.06574201583862305,0.2776298522949219
521,100,95,10,1.0,1.0,0.0,0.0,11640.14609100256,11640.146091747663,0.25553464889526367,361.53943395614624
522,50,32,10,0.8,0.8,0.2,0.2,37379.96206033084,37379.962060017635,0.0273592472076416,0.33971214294433594
523,50,52,10,0.8,0.8,0.2,0.2,16721.112754287922,16721.11275415288,0.05545377731323242,69.78256893157959
524,50,35,10,0.7,0.7,0.3,0.3,42016.8837685696,42016.88376377282,0.04081106185913086,1.1956899166107178
525,100,25,10,0.8,0.8,0.2,0.2,8315.820894650291,8315.820894646584,0.036156415939331055,0.0857539176940918
526,100,50,9,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,3577.54509684242,3577.545096839366,0.114776611328125,0.6611754894256592
527,50,54,10,0.8,0.7,0.2,0.3,24564.155447853293,42616.220579161476,0.06806087493896484,547.5244719982147
528,50,50,8,0.75,0.75,0.25,0.25,25197.210884977423,25197.21088505329,0.048521995544433594,10.7106294631958
529,100,50,4,1.0,1.0,0.0,0.0,6411.23479456124,6411.234794561572,0.05574154853820801,0.17719006538391113
530,50,50,3,1.0,1.0,0.0,0.0,13489.777317375769,13489.777317375763,0.026154041290283203,0.3224303722381592
531,50,31,10,0.7,0.6,0.3,0.4,35029.19357360317,59464.81382172442,0.04321002960205078,0.4682636260986328
532,50,38,10,0.7,0.7,0.3,0.3,17362.104631820002,16940.280653603288,0.045551300048828125,1.5106351375579834
533,50,21,10,0.9,0.9,0.1,0.1,61082.21279304558,61082.21279831753,0.018578529357910156,0.07030963897705078
534,100,45,10,0.8,0.8,0.2,0.2,7256.466591446585,7256.466591445882,0.10577058792114258,2.818509578704834
535,50,50,19,0.7894736842105263,0.7894736842105263,0.21052631578947367,0.21052631578947367,37046.952677280715,44343.59050125371,0.08749794960021973,621.1582183837891
536,100,65,10,0.8,0.8,0.2,0.42857142857142855,6899.509809242249,6899.509809227561,0.12685823440551758,5.510935544967651
537,50,33,10,0.7,0.8,0.3,0.2,29734.276400503273,26284.94129255701,0.03232431411743164,0.30936169624328613
538,50,57,10,0.6,0.8,0.4,0.2,75237.82549800558,169763.15860752022,0.06715846061706543,1939.5338430404663
539,50,40,10,1.0,1.0,0.0,0.0,28726.677739030438,28726.67773933893,0.045256853103637695,2.3936736583709717